"persons-name","persons-birth_date","persons-sources","persons-summary","persons-image","persons-name","organizations-name","organizations-classification","posts-label","posts-role","posts-cargonominal","posts-cargotipo","posts-cargoclase","posts-duracioncargo","memberships-label","memberships-role","memberships-cargonominal","memberships-start_date","memberships-end_date","memberships-end_date_accuracy","memberships-start_date_accuracy"
"Antonio Anselmo Romano","","","","","Antonio Anselmo Romano","Santiago del Estero","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1997-12-03","2001-12-09","",""
"Pedro Salvatori","","","","","Pedro Salvatori","Neuquén","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1997-12-03","2001-12-09","",""
"Hector Ramon Romero","","","","","Hector Ramon Romero","Chaco","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1997-12-03","2001-12-09","",""
"Guillermo Horacio De Sanctis","","","","","Guillermo Horacio De Sanctis","San Juan","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1997-12-03","2001-12-09","",""
"Eduardo Santin","","","","","Eduardo Santin","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1997-12-03","2001-12-09","",""
"José Luis Saquer","","","","","José Luis Saquer","Chaco","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1997-12-03","2001-12-09","",""
"Daniel Osvaldo Scioli","","","","http://www.radiouniversidad.unlp.edu.ar/wp-content/uploads/2013/10/2710-daniel_scioli.jpeg","Daniel Osvaldo Scioli","Ciudad de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1997-12-03","2001-12-09","",""
"Carlos Daniel Snopek","","","","","Carlos Daniel Snopek","Jujuy","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1997-12-03","2001-12-09","",""
"Claudio Augusto Sebastiani","","","","","Claudio Augusto Sebastiani","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1997-12-03","2001-12-09","",""
"Federico Roman Gustavo Soñez","","","","","Federico Roman Gustavo Soñez","Entre Ríos","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1997-12-03","2001-12-09","",""
"Margarita Rosa Stolbizer","","","","","Margarita Rosa Stolbizer","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1997-12-03","2001-12-09","",""
"Federico Teobaldo Manuel Storani","","","","","Federico Teobaldo Manuel Storani","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1997-12-03","2001-12-09","",""
"Rodolfo Hector Terragno","","","","","Rodolfo Hector Terragno","Ciudad de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1997-12-03","2001-12-09","",""
"Julio Alberto Tejerina","","","","","Julio Alberto Tejerina","Santa Fe","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1997-12-03","2001-12-09","",""
"Horacio Ramon Torres Molina","","","","","Horacio Ramon Torres Molina","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1997-12-03","2001-12-09","",""
"Saul Edolver Ubaldini","","","","","Saul Edolver Ubaldini","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1997-12-03","2001-12-09","",""
"Ricardo Nicolas Vago","","","","","Ricardo Nicolas Vago","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1997-12-03","2001-12-09","",""
"Arnaldo Manuel Pastor Valdovinos","","","","","Arnaldo Manuel Pastor Valdovinos","Misiones","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1997-12-03","2001-12-09","",""
"Luis Segundo Varese","","","","","Luis Segundo Varese","San Juan","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1997-12-03","2001-12-09","",""
"Silvia Beatriz Vazquez","","","","","Silvia Beatriz Vazquez","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1997-12-03","2001-12-09","",""
"Pedro Antonio Venica","","","","","Pedro Antonio Venica","Formosa","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1997-12-03","2001-12-09","",""
"Isabel Beatriz Visconti","","","","","Isabel Beatriz Visconti","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1997-12-03","2001-12-09","",""
"Humberto Antonio Volando","","","","","Humberto Antonio Volando","Córdoba","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1997-12-03","2001-12-09","",""
"Alberto Yaregui","","","","","Alberto Yaregui","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1997-12-03","2001-12-09","",""
"Juan Domingo Zacarias","","","","","Juan Domingo Zacarias","Entre Ríos","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1997-12-03","2001-12-09","",""
"Gerardo Zamora","","","","","Gerardo Zamora","Santiago del Estero","","Diputado provincial","Diputado provincial","Diputado","Legislativo","Electivo","4","Diputado provincial","Diputado provincial","Diputado","1997-12-10","1999-12-10","year","year"
"Jorge Zapata Mercader","","","","","Jorge Zapata Mercader","Mendoza","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1997-12-03","2001-12-09","",""
"José Luis Zavalia","","","","","José Luis Zavalia","Santiago del Estero","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1997-12-03","2001-12-09","",""
"Elda Susana Aguero","","","","","Elda Susana Aguero","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1999-12-15","2003-12-09","",""
"Martha Carmen Alarcia","","","","","Martha Carmen Alarcia","Córdoba","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1999-12-15","2003-12-09","",""
"Maria Del Carmen Alarcon","","","","","Maria Del Carmen Alarcon","Santa Fe","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1999-12-15","2003-12-09","",""
"Guillermo Eduardo Alchouron","","","","","Guillermo Eduardo Alchouron","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1999-12-15","2003-12-09","",""
"Carlos Alessandri","","","","","Carlos Alessandri","Córdoba","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1999-12-15","2003-12-09","",""
"Dario Pedro Alessandro","","","","","Dario Pedro Alessandro","Ciudad de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1999-12-15","2003-12-09","",""
"Ricardo Luis Alfonsín","","","","","Ricardo Luis Alfonsín","Provincia de Buenos Aires","","Diputado provincial","Diputado provincial","Diputado","Legislativo","Electivo","4","Diputado provincial","Diputado provincial","Diputado","1999-12-10","2003-12-10","year",""
"Alfredo Estanislao Allende","","","","","Alfredo Estanislao Allende","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1999-12-15","2003-12-09","",""
"Hilda Norma Ancarani De Godoy","","","","","Hilda Norma Ancarani De Godoy","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1999-12-15","2003-12-09","",""
"Marta Del Carmen Argul","","","","","Marta Del Carmen Argul","Jujuy","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1999-12-15","2003-12-09","",""
"Raul Eduardo Baglini","","","","","Raul Eduardo Baglini","Mendoza","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1999-12-15","2003-12-09","",""
"Jorge De Baldrich","","","","","Jorge De Baldrich","Mendoza","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1999-12-15","2003-12-09","",""
"Alfredo Néstor Atanasof","","","","","Alfredo Néstor Atanasof","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1999-12-15","2003-12-09","",""
"Monica Susana Arnaldi","","","","","Monica Susana Arnaldi","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1999-12-15","2003-12-09","",""
"Alejandro Balian","","","","","Alejandro Balian","Córdoba","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1999-12-15","2003-12-09","",""
"Walter Barrionuevo","","","","","Walter Barrionuevo","Jujuy","","Diputado provincial","Diputado provincial","Diputado","Legislativo","Electivo","4","Diputado provincial","Diputado provincial","Diputado","1999-12-10","2003-12-10","year","year"
"Juan Pablo Baylac","","","","","Juan Pablo Baylac","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1999-12-15","2003-12-09","",""
"Omar Enrique Becerra","","","","","Omar Enrique Becerra","Tierra del Fuego","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1999-12-15","2003-12-09","",""
"Maria Emilia Biglieri","","","","","Maria Emilia Biglieri","Santa Fe","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1999-12-15","2003-12-09","",""
"Marcela Antonia Bordenave","","","","","Marcela Antonia Bordenave","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1999-12-15","2003-12-09","",""
"Mario H. Bonacina","","","","","Mario H. Bonacina","Santiago del Estero","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1999-12-15","2003-12-09","",""
"Sergio Urribarri","","","","https://pbs.twimg.com/profile_images/451737895779332096/gcCQdCDq.jpeg","Sergio Urribarri","","","","","","","","","","","","","","",""
"Juan Pablo Schiavi","","","","","Juan Pablo Schiavi","Argentina","","","","","","","","","Secretario transporte","","2009-09-01","2012-03-07","",""
"Alfredo Pedro Bravo","","","","","Alfredo Pedro Bravo","Ciudad de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1999-12-15","2003-05-26","",""
"Alberto Nicolas Briozzo","","","","","Alberto Nicolas Briozzo","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1999-12-15","2003-12-09","",""
"Oraldo Norvel Britos","","","","","Oraldo Norvel Britos","San Luis","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1999-12-15","2003-12-09","",""
"Jorge Pedro Busti","","","","","Jorge Pedro Busti","Entre Ríos","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1999-12-15","2003-12-09","",""
"Jorge Luis Bucco","","","","","Jorge Luis Bucco","Córdoba","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1999-12-15","2003-12-09","",""
"Carlos Aurelio Caballero Martin","","","","","Carlos Aurelio Caballero Martin","Santa Fe","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1999-12-15","2003-12-09","",""
"Juan Pablo Cafiero","","","","","Juan Pablo Cafiero","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1999-12-15","2003-12-09","",""
"Pedro Jorge Camilo Calvo","","","","","Pedro Jorge Camilo Calvo","Ciudad de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1999-12-15","2003-12-09","",""
"Eduardo Oscar Camaño","","","","","Eduardo Oscar Camaño","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1999-12-15","2003-12-09","",""
"Fortunato Rafael Cambareri","","","","","Fortunato Rafael Cambareri","Chubut","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1999-12-15","2003-12-09","",""
"Dante Omar Canevarolo","","","","","Dante Omar Canevarolo","Santa Cruz","Provincia","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1999-12-15","2003-12-09","",""
"Mario Osvaldo Capello","","","","","Mario Osvaldo Capello","San Juan","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1999-12-15","2003-12-09","",""
"Elisa Maria Avelina Carrió","","","","http://www.diariohuarpe.com/wp-content/uploads/2014/08/carrio.jpg","Elisa Maria Avelina Carrió","Chaco","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1999-12-15","2003-12-09","",""
"José Alfredo Castañon","","","","","José Alfredo Castañon","Ciudad de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1999-12-15","2003-12-09","",""
"Graciela Ines Castañaga","","","","","Graciela Ines Castañaga","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1999-12-15","2003-12-09","",""
"Carlos A. Castellani","","","","","Carlos A. Castellani","Santa Fe","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1999-12-15","2003-12-09","",""
"Hector Jose Cavallero","","","","","Hector Jose Cavallero","Santa Fe","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1999-12-15","2003-12-09","",""
"Franco Agustin Caviglia","","","","","Franco Agustin Caviglia","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1999-12-15","2003-12-09","",""
"Nora Alicia Chiacchio","","","","","Nora Alicia Chiacchio","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1999-12-15","2003-12-09","",""
"Argentina Cerdan","","","","","Argentina Cerdan","Formosa","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1999-12-15","2003-12-09","",""
"Ricardo Horacio Colombi","","","","","Ricardo Horacio Colombi","Corrientes","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1999-12-15","2003-12-09","",""
"Julio César Conca","","","","","Julio César Conca","San Juan","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1999-12-15","2003-12-09","",""
"Guillermo Eduardo Corfield","","","","","Guillermo Eduardo Corfield","Entre Ríos","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1999-12-15","2003-12-09","",""
"Carlos Alberto Courel","","","","","Carlos Alberto Courel","Tucumán","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1999-12-15","2003-12-09","",""
"Melchor Rene Cruchaga","","","","","Melchor Rene Cruchaga","Provincia de Buenos Aires","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1999-12-15","2003-12-09","",""
"Elsa Haydee Correa","","","","","Elsa Haydee Correa","Mendoza","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1999-12-15","2003-12-09","",""
"Ismael Ramon Cortinas","","","","","Ismael Ramon Cortinas","Corrientes","","Diputado","Diputado","Diputado","Legislativo","Electivo","4","Diputado","Diputado","Diputado","1999-12-15","2003-12-09","",""
